SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,district,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE000248,379530800H,臺北市政府,臺北市公共運輸處,公車站,中影文化城-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段34號旁候車亭,121.5446227,25.0971186,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"CMPCMovieCity-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station front of No.34, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000249,379530800H,臺北市政府,臺北市公共運輸處,公車站,外雙溪(至善)-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段114號候車亭,121.5471340,25.0982220,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Waishuangxi(Zhishan)-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station No.114, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000250,379530800H,臺北市政府,臺北市公共運輸處,公車站,大度立德路口-W-立德路,,TAIFO,112,臺北市,北投區,112臺北市北投區大度路三段185號前候車亭,121.4704385,25.1227480,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dadu & Lide Intersection-W-Lide Rd.,Taipei City,Beitou District,"The bus station front of No. 185, Sec. 3, Dadu Rd., Beitou Dist., Taipei City 112 , Taiwan (R.O.C.)"
TPEE000251,379530800H,臺北市政府,臺北市公共運輸處,公車站,忠義街-忠義街,,TAIFO,111,臺北市,士林區,111臺北市士林區忠義街134號旁候車亭,121.5327254,25.1081791,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Zhongyi St.-Zhongyi St.,Taipei City,Shilin District,"The bus station near No.134, Zhongyi St., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000252,379530800H,臺北市政府,臺北市公共運輸處,公車站,東山路-東山路,,TAIFO,111,臺北市,士林區,111臺北市士林區東山路27之1號斜旁候車亭,121.5390420,25.1152948,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Terminal Stop DongShan Rd.-Dongshan Rd.,Taipei City,Shilin District,"The bus station on the opposite side of No.27, Dongshan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000253,379530800H,臺北市政府,臺北市公共運輸處,公車站,重陽橋-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路629號前方候車亭,121.5085136,25.0862362,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Chongyang Bridge-Zhongzheng Rd.,Taipei City,Shilin District,"The bus station front of No.629, Zhongzheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000254,379530800H,臺北市政府,臺北市公共運輸處,公車站,梅林新村-至善路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路一段138巷3弄1號對面候車亭,121.5401280,25.0975273,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"MeilinNewVillage-Sec. 1, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.1, Aly. 3, Ln.138, Sec. 1, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000255,379530800H,臺北市政府,臺北市公共運輸處,公車站,職能發展學院一-士東路,,TAIFO,111,臺北市,士林區,111臺北市士林區士東路316號前方候車亭,121.5382867,25.1137663,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei City Vocational Development Institute 1-Shidong Rd.,Taipei City,Shilin District,"The bus station front of No.316, Shidong Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000257,379530800H,臺北市政府,臺北市公共運輸處,公車站,外雙溪(故宮)-S-故宮路,,TAIFO,111,臺北市,士林區,111臺北市士林區故宮路18號旁候車亭,121.5468021,25.0973381,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Waishuangxi(Gugong)-S-Gugong Rd.,Taipei City,Shilin District,"The bus station near No.18, Gugong Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000258,379530800H,臺北市政府,臺北市公共運輸處,公車站,永倫里(社中)-E-社中街,,TAIFO,111,臺北市,士林區,111臺北市士林區社中街436號對面候車亭,121.502365,25.091564,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yonglun Li-E-Shezhong St.,Taipei City,Shilin District,"The bus station on the opposite side of No. 436, Shezhong St., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000259,379530800H,臺北市政府,臺北市公共運輸處,公車站,故宮路口-W1-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段96號對面候車亭,121.5459970,25.0981000,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"GugongRd.Entrance-W1-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.96, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000261,379530800H,臺北市政府,臺北市公共運輸處,公車站,大崙尾山步道口-N-中社路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區中社路二段150號對面東北側候車,121.5678000,25.1060900,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Mt. Dalunwei Trail Entrance-N-Sec. 2, Zhongshe Rd.",Taipei City,Shilin District,"The bus station on the opposite and Northeast side of No.150, Sec. 2, Zhongshe Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000262,379530800H,臺北市政府,臺北市公共運輸處,公車站,山仔后-S-菁山路,,TAIFO,111,臺北市,士林區,111臺北市士林區菁山路8號對面候車亭,121.5468130,25.1380440,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shanzaihou-S-Jingshan Rd.,Taipei City,Shilin District,"The bus station on the opposite side of No.8, Jingshan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000263,379530800H,臺北市政府,臺北市公共運輸處,公車站,中央電台-W1-北安路,,TAIFO,104,臺北市,中山區,104臺北市中山區北安路與北安路87巷口西北側候車亭,121.5300332,25.0780748,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Radio Taiwan International-W1-Bei’an Rd.,Taipei City,Zhongshan District,"The bus station northwest side of Bei’an Rd. and Ln.87, Bei’an Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000264,379530800H,臺北市政府,臺北市公共運輸處,公車站,明德新村-S-仰德大道三段,,TAIFO,111,臺北市,士林區,111臺北市士林區仰德大道三段86號對面候車亭,121.5529320,25.1199160,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Mingde New Village-S-Sec. 3, Yangde Blvd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 86, Sec. 3, Yangde Blvd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000265,379530800H,臺北市政府,臺北市公共運輸處,公車站,天母圓環-E-中山北路七段,,TAIFO,111,臺北市,士林區,111臺北市士林區中山北路七段191巷77號前方候車亭,121.5323560,25.1250320,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Tianmu Circle-E-Sec. 7, Zhongshan N. Rd.",Taipei City,Shilin District,"The bus station front of No. 77, Ln. 191, Sec. 7, Zhongshan N. Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000266,379530800H,臺北市政府,臺北市公共運輸處,公車站,嶺腳-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段31號對面候車亭,121.5634100,25.1123600,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lingjiao-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.31, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000267,379530800H,臺北市政府,臺北市公共運輸處,公車站,格致國中-N-仰德大道四段,,TAIFO,111,臺北市,士林區,111臺北市士林區仰德大道四段75號對面候車亭,121.5468750,25.1313720,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Gerzhi High School-N-Sec. 4, Yangde Blvd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 75, Sec. 4, Yangde Blvd., Shilin Dist., Taipei City?111?, Taiwan (R.O.C.)"
TPEE000268,379530800H,臺北市政府,臺北市公共運輸處,公車站,中央站-S-中社路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區中社路一段80號對面西南側候車亭,121.5615100,25.1075700,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongyang Rd.-S-Sec. 1, Zhongshe Rd.",Taipei City,Shilin District,"The bus station on the opposite and southwest side of No.80, Sec. 1, Zhongshe Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000269,379530800H,臺北市政府,臺北市公共運輸處,公車站,五常國小-N-龍江路,,TAIFO,104,臺北市,中山區,104臺北市中山區龍江路367號對面候車亭,121.5409588,25.0640721,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Wuchang Elementary School-N-Longjiang Rd.,Taipei City,Zhongshan District,"The bus station on the opposite side of No.367, Longjiang Rd., Zhongshan Dist., Taipei City 104, Taiwan (R.O.C.)"
TPEE000270,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運北門站-N-塔城,,TAIFO,103,臺北市,大同區,103臺北市大同區塔城街7號旁候車亭,121.5105707,25.0506315,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,TCUH Zhongxin Branch-N-Tacheng St.,Taipei City,Datong District,"The bus station near No.7, Tacheng St., Datong Dist., Taipei City 103, Taiwan,  (R.O.C.)"
TPEE000272,379530800H,臺北市政府,臺北市公共運輸處,公車站,民族重慶路口-E-民族西路,,TAIFO,103,臺北市,大同區,103臺北市大同區民族西路208號候車亭,121.5142496,25.0685219,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Minzu & Chongqing Intersection-E-Minzu W. Rd.,Taipei City,Datong District,"The bus station No.208, Minzu W. Rd., Datong Dist., Taipei City 103, Taiwan,  (R.O.C.)"
TPEE000273,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺大綜合體育館-N1-新生南路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區新生南路三段42號對面候車亭,121.5344217,25.0212774,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"National Taiwan University Sports CenterN1-Section 3, Xinsheng South Road",Taipei City,Da’an District,"The bus station on the opposite side of No. 42, Sec. 3, Xinsheng S. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)"
TPEE000274,379530800H,臺北市政府,臺北市公共運輸處,公車站,仁愛林森路口-S-林森南路,,TAIFO,100,臺北市,中正區,100臺北市中正區林森南路85號對面候車亭,121.5218015,25.0395455,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Renai and Linsen Intersection-S-Linsen S. Rd.,Taipei City,Zhongzheng District,"The bus station on the opposite side of No. 85, Linsen S. Rd., Zhongzheng Dist., Taipei City?100?, Taiwan (R.O.C.)"
TPEE000275,379530800H,臺北市政府,臺北市公共運輸處,公車站,自來水處(辛亥)-S-辛亥路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區辛亥路三段200號旁候車亭,121.5478890,25.0175430,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Taipei Water Department(Xinhai )-S-Sec. 3, Xinhai Rd.",Taipei City,Da’an District,"The bus station next to No. 200, Sec. 3, Xinhai Rd., Da’an Dist., Taipei City?106?, Taiwan (R.O.C.)"
TPEE000276,379530800H,臺北市政府,臺北市公共運輸處,公車站,自來水事業處-S-長興街,,TAIFO,106,臺北市,大安區,106臺北市大安區長興街131號對面候車亭,121.5475705,25.0153330,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Water Department-S-Changxing Street,Taipei City,Da’an District,"The bus station on the opposite side of No. 131, Changxing St., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)"
TPEE000277,379530800H,臺北市政府,臺北市公共運輸處,公車站,大我新舍-N-臥龍街,,TAIFO,106,臺北市,大安區,106臺北市大安區和平東路三段590號對面候車亭,121.5623065,25.0143066,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Dawoxinshe-N-Wolong St.,Taipei City,Da’an District,"The bus station front of No.399, Wolong St., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)"
TPEE000278,379530800H,臺北市政府,臺北市公共運輸處,公車站,內湖運動公園-N-舊宗路二段,,TAIFO,114,臺北市,內湖區,114臺北市內湖區舊宗路二段11號旁候車亭,121.5747761,25.0668658,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Neihu Sports Park-N-Second Section of Jiuzong Road,Taipei City,Neihu District,"The bus station near No. 11, Sec. 2, Jiuzong Rd., Neihu Dist., Taipei City 114 , Taiwan (R.O.C.)"
TPEE000279,379530800H,臺北市政府,臺北市公共運輸處,公車站,臺北教育大學-S-復興南路二段,,TAIFO,106,臺北市,大安區,106臺北市大安區復興南路二段280號旁候車亭,121.5433409,25.0244328,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Taipei University of Education-S-Fuxing South Road Section 2,Taipei City,Da’an District,"The bus station near No. 280, Sec. 2, Fuxing S. Rd., Da’an Dist., Taipei City106, Taiwan (R.O.C.)"
TPEE000280,379530800H,臺北市政府,臺北市公共運輸處,公車站,興安華城-S-復興北路,,TAIFO,106,臺北市,大安區,106臺北市大安區復興北路226號旁候車亭,121.5440635,25.0569439,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Xingan Huacheng-S-Fuxing N. Rd.,Taipei City,Da’an District,"The bus station No.226, Fuxing N. Rd., Da’an Dist., Taipei City 106, TTaiwan (R.O.C.)"
TPEE000281,379530800H,臺北市政府,臺北市公共運輸處,公車站,新民國小-W-辛亥路一段,,TAIFO,106,臺北市,大安區,106臺北市大安區辛亥路一段133號旁候車亭,121.5320334,25.0222898,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Xinmin Elementary School-W-Section 1 of Xinhai Road,Taipei City,Da’an District,"The bus station near No. 133, Sec. 1, Xinhai Rd., Da’an Dist., Taipei City106 , Taiwan (R.O.C.)"
TPEE000282,379530800H,臺北市政府,臺北市公共運輸處,公車站,阿波羅大廈-W-忠孝東路四段,,TAIFO,106,臺北市,大安區,106臺北市大安區忠孝東路四段233號候車亭,121.5536225,25.0415500,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Apollo Building-W-Sec. 4, Zhongxiao E. Rd.",Taipei City,Da’an District,"The bus station No.233, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)"
TPEE000283,379530800H,臺北市政府,臺北市公共運輸處,公車站,臥龍街-E-和平東路三段,,TAIFO,106,臺北市,大安區,106臺北市大安區和平東路三段40號前候車亭,121.5477100,25.0245102,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Wolong St.-E-Sec. 3, Heping E. Rd.",Taipei City,Da’an District,"The bus station on the opposite side of No. 40, Sec. 3, Heping E. Rd., Da’an Dist., Taipei City?106?, Taiwan (R.O.C.)"
TPEE000284,379530800H,臺北市政府,臺北市公共運輸處,公車站,麟光站-N-臥龍街,,TAIFO,106,臺北市,大安區,106臺北市大安區臥龍街324號對面候車亭,121.5607978,25.0158862,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Linguang Station-N-Wolong Street,Taipei City,Da’an District,"The bus station on the opposite side of No. 324, Wolong St., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
TPEE000285,379530800H,臺北市政府,臺北市公共運輸處,公車站,內湖運動公園-S-舊宗路二段,,TAIFO,114,臺北市,內湖區,114臺北市內湖區舊宗路二段95號對面候車亭,121.5745759,25.0678455,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Neihu Sports Park-N-Second Section of Jiuzong Road,Taipei City,Neihu District,"The bus station on the opposite side of No. 95, Sec. 2, Jiuzong Rd., Neihu Dist., Taipei City 114 , Taiwan (R.O.C.)"
