SITE_ID,Agency Codes,MINISTRY,AGENCY,STYPE,NAME,VENDOR_ID,HOTSPOT_ID,ZipCode,county,district,ADDR,LATITUDE,LONGITUDE,E-MINISTRY,E_AGENCY,E_STYPE,E_NAME,E_CITY,E_AREA,E_ADDR
TPEE000181,379530800H,臺北市政府,臺北市公共運輸處,公車站,育成高中-E-重陽路,,TAIFO,115,臺北市,南港區,115臺北市南港區重陽路431號對面候車亭,121.6093900,25.0588280,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Yucheng High School E-Chongyang rd.,Taipei City,Nangang District,"The bus station  on the opposite side of No. 431, Chongyang Rd., Nangang District, Taipei City 115, Taiwan,  (R.O.C.)"
TPEE000182,379530800H,臺北市政府,臺北市公共運輸處,公車站,胡適國小-N-舊莊街一段,,TAIFO,115,臺北市,南港區,115臺北市南港區舊莊街一段3巷3弄8號對面候車亭(大坑街本線),121.6190560,25.0433780,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Hushi Elementary School N-Sec. 1, Jiuzhuang st.",Taipei City,Nangang District,"The bus station on the opposite side of No. 8, Aly. 3, Ln. 3, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City 115, Taiwan (R.O.C.)(Dakeng St Main Line)"
TPEE000183,379530800H,臺北市政府,臺北市公共運輸處,公車站,舊莊國小-E-舊莊街一段,,TAIFO,115,臺北市,南港區,115臺北市南港區舊莊街一段147號斜對面候車亭,121.6202390,25.0398170,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"?Jiuzhuang?Elementary School-Sec. 1, Jiuzhuang st.",Taipei City,Nangang District,"The bus station diagonally opposite side of No. 147, Sec. 1, Jiuzhuang St., Nangang Dist., Taipei City? 115?, Taiwan (R.O.C.)"
TPEE000185,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港高中-N-向陽路,,TAIFO,115,臺北市,南港區,115臺北市南港區向陽路80號旁候車亭,121.5952520,25.0529400,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nan-Gang High School-N-Xiangyang Rd,Taipei City,Nangang District,"The bus station next to No. 80, Xiangyang Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000186,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港高中-S-向陽路,,TAIFO,115,臺北市,南港區,115臺北市南港區向陽路21號旁候車亭,121.5950176,25.0528947,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Nangang Senior High School S-Xiangyang rd.,Taipei City,Nangang District,"The bus station near No. 21, Xiangyang Rd., Nangang District, Taipei City 115, Taiwan, (R.O.C.)"
TPEE000188,379530800H,臺北市政府,臺北市公共運輸處,公車站,南港展覽館-W1-南港路一段,,TAIFO,115,臺北市,南港區,115臺北市南港區南港路一段67號對面候車亭,121.6158039,25.0553104,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Twtc Nangang Exhibition Hall- W1-Sec. 1, Nangang rd.",Taipei City,Nangang District,"The bus station on the opposite side of No. 67, Sec. 1, Nangang Rd., Nangang Dist., Taipei City?115?, Taiwan (R.O.C.)"
TPEE000189,379530800H,臺北市政府,臺北市公共運輸處,公車站,捷運南港站-W-忠孝東路七段,,TAIFO,115,臺北市,南港區,115臺北市南港區忠孝東路七段與興中路口東北側候車亭,121.6083520,25.0524000,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Nangang  station-W-Sec. 7, Zhongxiao E. Rd. ",Taipei City,Nangang District,"The bus station on the northeast side of Sec. 7, Zhongxiao E. Rd and Xingzhong Rd Intersection, Nangang Distt,  Taipei City 115 .(R.O.C.)"
TPEE000190,379530800H,臺北市政府,臺北市公共運輸處,公車站,環東大道口-經貿二路,,TAIFO,115,臺北市,南港區,115臺北市南港區經貿二路105巷與經貿一路交岔口東北側候車亭(經貿一路本線上),121.6193014,25.0594189,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Huandong Blvd. Intersection-Ln. 105, Jingmao 2nd rd.",Taipei City,Nangang District,"The bus station on the northeast side of Ln. 105, Jingmao 2nd Rd., Nangang Dist.,Jingmao 1st Rd., Nangang Dist., Taipei City 115 , Taiwan (R.O.C.)"
TPEE000191,379530800H,臺北市政府,臺北市公共運輸處,公車站,環東大道口-經貿二路,,TAIFO,115,臺北市,南港區,115臺北市南港區經貿二路近157巷口候車亭,121.6185082,25.0601105,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Huandong Avenue Exit - Economic and Trade 2nd Road,Taipei City,Nangang District,"The bus station No. 157, Jingmao 2nd Rd., Nangang Dist., Taipei City115, Taiwan (R.O.C.)"
TPEE000192,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年公園-E-青年路,,TAIFO,108,臺北市,萬華區,108臺北市萬華區青年路6號對面候車亭,121.5062175,25.0259378,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Youth Park-Youth E-Qingnian rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 6, Qingnian Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000193,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年新城-E-青年路,,TAIFO,108,臺北市,萬華區,108臺北市萬華區青年路32號對面候車亭,121.5046729,25.0254715,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,youth community-E-Qingnian Rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 32, Qingnian Rd., Wanhua Dist., Taipei City108 , Taiwan (R.O.C.)"
TPEE000194,379530800H,臺北市政府,臺北市公共運輸處,公車站,青年路-E-青年路,,TAIFO,108,臺北市,萬華區,108臺北市萬華區青年路80號對面候車亭,121.5027548,25.0232161,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Qiangnian Rd.-Qingnian rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 80, Qingnian Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000196,379530800H,臺北市政府,臺北市公共運輸處,公車站,中華路北站-S1-中華路一段,,TAIFO,108,臺北市,萬華區,108臺北市萬華區中華路一段94號前候車亭,121.5086686,25.0445626,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhonghua Rd. N. Stop -RoadsideS1-Sec. 1, Zhonghua rd.",Taipei City,Wanhua District,"The bus station next to No. 94, Sec. 1, Zhonghua Rd., Wanhua Dist., Taipei City?108, Taiwan (R.O.C.)"
TPEE000197,379530800H,臺北市政府,臺北市公共運輸處,公車站,中正新城-N-青年路,,TAIFO,108,臺北市,萬華區,108臺北市萬華區青年路56號對面候車亭,121.5031430,25.0248140,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Zhongzheng New Village N-Qingnian rd.,Taipei City,Wanhua District,"The bus station on the opposite side of No. 56, Qingnian Rd., Wanhua District, Taipei City 108, Taiwan,  (R.O.C.)"
TPEE000198,379530800H,臺北市政府,臺北市公共運輸處,公車站,萬大國小-N1-萬大路,,TAIFO,108,臺北市,萬華區,108臺北市萬華區萬大路333號號旁候車亭,121.5002100,25.0238800,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Wanda Elementary School-N1-Wanda Rd.,Taipei City,Wanhua District,"The bus station next to No. 333, Wanda Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000199,379530800H,臺北市政府,臺北市公共運輸處,公車站,聯合醫院和平院區-S1-中華路二段,,TAIFO,108,臺北市,萬華區,108臺北市萬華區中華路二段1號對面候車亭,121.5064300,25.0364800,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Tcuh Heping Branch-Sec. 2, Zhonghua rd.",Taipei City,Wanhua District,"The bus station on the opposite side of No. 1, Sec. 2, Zhonghua Rd., Wanhua Dist., Taipei City 108 , Taiwan (R.O.C.)"
TPEE000201,379530800H,臺北市政府,臺北市公共運輸處,公車站,阿波羅大廈-E-忠孝東路四段,,TAIFO,106,臺北市,大安區,106臺北市大安區忠孝東路四段226號旁候車亭,121.5537399,25.0413374,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Apollo Building-E-Sec. 4, Zhongxiao E. Rd.",Taipei City,Da’an District,"The bus station front of No.242, Sec. 4, Zhongxiao E. Rd., Da’an Dist., Taipei City 106, Taiwan (R.O.C.)"
TPEE000202,379530800H,臺北市政府,臺北市公共運輸處,公車站,東吳大學(錢穆故居)-W1-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段1之1號西側約200M候車亭,121.5413063,25.0974640,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Soochow University(Chien Mu House)-W1-Sec. 2, Zhishan Rd",Taipei City,Shilin District,"The bus station about 200M west of No. 1-1, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000203,379530800H,臺北市政府,臺北市公共運輸處,公車站,蘭雅新城-N-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段159號旁候車亭,121.5301510,25.1070760,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lanya New Village-N-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station near No. 159, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000204,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林區行政中心-E1-中正路,,TAIFO,111,臺北市,士林區,111臺北市士林區中正路439號前方候車亭,121.5195527,25.0928684,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shilin Admin. Center(Zhongzheng)-E1-Zhongzheng Rd.,Taipei City,Shilin District,"The bus station front of No.439, Zhongzheng Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000205,379530800H,臺北市政府,臺北市公共運輸處,公車站,芝山國小-W-德行東路,,TAIFO,111,臺北市,士林區,111臺北市士林區德行東路285號候車亭,121.5372942,25.1103315,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Zhishan Elementary School-W-Dexing E. Rd.,Taipei City,Shilin District,"The bus station No.285, Dexing E. Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000206,379530800H,臺北市政府,臺北市公共運輸處,公車站,名山里-W-雨聲街,,TAIFO,111,臺北市,士林區,111臺北市士林區雨聲街44號候車亭,121.5289610,25.1024470,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Mingshan Li-W-Yusheng St.,Taipei City,Shilin District,"The bus station on the No. 44, Yusheng St., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000207,379530800H,臺北市政府,臺北市公共運輸處,公車站,百齡里-S-華齡街,,TAIFO,111,臺北市,士林區,111臺北市士林區福港街205號旁候車亭(華齡街本線上近前港街交叉口),121.5193442,25.0853784,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Bailing Vil-S-Hualing St.,Taipei City,Shilin District,"The bus station(on Hualing St Main Line and near the intersection of Qiangang St)  next to No. 205, Fugang St., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000209,379530800H,臺北市政府,臺北市公共運輸處,公車站,富洲里-S-延平北路九段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路九段313號候車亭,121.4686500,25.1090810,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Fuzhou Li　-S-Sec. 9, Yanping N. Rd.",Taipei City,Shilin District,"The bus station No.313, Sec. 9, Yanping N. Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000210,379530800H,臺北市政府,臺北市公共運輸處,公車站,普濟堂-S-延平北路七段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路七段5號旁候車亭,121.4973600,25.0941000,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Puji Temple-S-Sec. 7, Yanping N. Rd.",Taipei City,Shilin District,"The bus station near No. 5, Sec. 7, Yanping N. Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000211,379530800H,臺北市政府,臺北市公共運輸處,公車站,上灣仔-成功路二段,,TAIFO,114,臺北市,內湖區,114臺北市內湖區成功路二段276號旁候車亭,121.5904840,25.0669760,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shangwanzi-Sec. 2, Chenggong Rd.",Taipei City,Neihu District,"The bus station near No.276, Sec. 2, Chenggong Rd., Neihu Dist., Taipei City 114, Taiwan, R.O.C."
TPEE000212,379530800H,臺北市政府,臺北市公共運輸處,公車站,蘭雅新城-S-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段157號對面候車亭,121.5298407,25.1071395,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Lanya New Village-S-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.157, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000213,379530800H,臺北市政府,臺北市公共運輸處,公車站,中社路11巷-W-中社路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區中社路一段與中社路一段11巷31弄口東北側候車亭,121.5601319,25.1110987,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongshe Rd. 11th. Lane-W-Sec. 2, Zhongshe Rd.",Taipei City,Shilin District,"The bus station near the lane entrance of No.5, Sec. 1, Zhongshe Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000214,379530800H,臺北市政府,臺北市公共運輸處,公車站,芝山岩-E-至誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區至誠路一段26號對面候車亭,121.5367056,25.1012629,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhishanyan-E-Sec. 1, Zhicheng Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 26, Sec. 1, Zhicheng Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000215,379530800H,臺北市政府,臺北市公共運輸處,公車站,至善國中-E-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段360號旁候車亭,121.5555859,25.1037735,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhishan Junior High School, Section 2, Zhishan Road",Taipei City,Shilin District,"Bus Stop Next to No. 360 Section 2, Zhishan Road, Shilin District, Taipei 111"
TPEE000216,379530800H,臺北市政府,臺北市公共運輸處,公車站,公教住宅-N-基河路,,TAIFO,111,臺北市,士林區,111臺北市士林區基河路192號對面候車亭,121.5220556,25.0907481,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Civil Service Housing-N-Jihe Rd.,Taipei City,Shilin District,"The bus station on the opposite side of No.192, Jihe Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000217,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林市場(銘傳會館)-S-基河路,,TAIFO,111,臺北市,士林區,111臺北市士林區基河路110號前候車亭,121.5236854,25.0881401,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shilin Market (Ming Chuan Hall)-S-Jihe Road,Taipei City,Shilin District,"The bus station front of No. 110, Jihe Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000218,379530800H,臺北市政府,臺北市公共運輸處,公車站,外雙溪橋-W-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段471號候車亭,121.5579603,25.1114278,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Waishuangxi Bridge-W-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station No.471, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000219,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林簡易庭-N-重慶北路四段,,TAIFO,111,臺北市,士林區,111臺北市士林區重慶北路四段58號前方候車亭,121.5131249,25.0815487,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shilin Small Claims Court-N-Sec. 4, Chongqing N. Rd.",Taipei City,Shilin District,"The bus station on the opposite side of Sec. 4, Chongqing N. Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000220,379530800H,臺北市政府,臺北市公共運輸處,公車站,雙溪別墅-S-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段389號候車亭,121.5571400,25.1054300,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shuangxi Bieshu-S-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station No.389, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000221,379530800H,臺北市政府,臺北市公共運輸處,公車站,沙崙-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段76號旁候車亭,121.5667640,25.1133720,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shalun-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station near No. 76, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000222,379530800H,臺北市政府,臺北市公共運輸處,公車站,雙溪淨水廠-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段110號旁候車亭,121.5696250,25.1144580,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shuangxi Water Treatment Plant-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station near No.110, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000224,379530800H,臺北市政府,臺北市公共運輸處,公車站,礁坑-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段175號往西約300m南側候車亭,121.5755546,25.1183123,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Jiaokeng-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.161, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000225,379530800H,臺北市政府,臺北市公共運輸處,公車站,大豐-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段230號附近候車亭,121.5815024,25.1198499,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Dafeng-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.219, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000227,379530800H,臺北市政府,臺北市公共運輸處,公車站,陽明山國小-S-仰德大道三段,,TAIFO,111,臺北市,士林區,111臺北市士林區仰德大道三段40號對面候車亭,121.5521004,25.1179663,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Yangmingshan Elementary School-S-Sec. 3, Yangde Blvd.",Taipei City,Shilin District,"The bus station on the opposite side of No.40, Sec. 3, Yangde Blvd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000228,379530800H,臺北市政府,臺北市公共運輸處,公車站,前港公園-N-華齡街,,TAIFO,111,臺北市,士林區,111臺北市士林區華齡街與後港街134巷口西南側候車亭,121.5194448,25.0865899,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Qiangang Park-N-Hualing St.,Taipei City,Shilin District,"The bus station northwest side of No. 134, Hougang St.and Hualing St., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000229,379530800H,臺北市政府,臺北市公共運輸處,公車站,雨農國小-N1-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段106號前候車亭,121.5285489,25.1053720,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Yunong Elementary School-N1-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station front of No.104, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000230,379530800H,臺北市政府,臺北市公共運輸處,公車站,忠誠公園-N1-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段12號對面候車亭,121.5255827,25.1039484,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongcheng park-N1-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.12, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000231,379530800H,臺北市政府,臺北市公共運輸處,公車站,明德樂園-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段51號對面候車亭,121.5649495,25.1129090,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Meandear Paradise-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.59, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111,Taiwan (R.O.C.)"
TPEE000232,379530800H,臺北市政府,臺北市公共運輸處,公車站,山仔后派出所-N-格致路,,TAIFO,111,臺北市,士林區,111臺北市士林區格致路8之2號候車亭,121.5462813,25.1362581,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,ShanzihouPoliceSubstation-N-Gezhi Rd.,Taipei City,Shilin District,"The bus station No.8-2, Gezhi Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000233,379530800H,臺北市政府,臺北市公共運輸處,公車站,至善路三段-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段129號斜對面候車亭,121.5717988,25.1149645,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhishan Rd. Sec. 3-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.129-1, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000234,379530800H,臺北市政府,臺北市公共運輸處,公車站,礁坑橋-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段189號對面候車亭,121.5785010,25.1194747,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Jiaokeng Bridge(Puyiyuan)-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No.187, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000235,379530800H,臺北市政府,臺北市公共運輸處,公車站,士商路-S-士商路,,TAIFO,111,臺北市,士林區,111臺北市士林區士商路55號候車亭,121.5199810,25.0909900,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shishang Rd.-S-Shishang Rd.,Taipei City,Shilin District,"The bus station No.55, Shishang Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000236,379530800H,臺北市政府,臺北市公共運輸處,公車站,士東路-W-士東路,,TAIFO,111,臺北市,士林區,111臺北市士林區士東路270號對面候車亭,121.5367603,25.1134517,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shidong Rd.-W-Shidong Rd.,Taipei City,Shilin District,"The bus station on the opposite side of No.268, Shidong Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000238,379530800H,臺北市政府,臺北市公共運輸處,公車站,忠誠公園-W-忠誠路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區忠誠路一段22號候車亭,121.5259022,25.1043194,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhongcheng park-W-Sec. 1, Zhongcheng Rd.",Taipei City,Shilin District,"The bus station No.16, Sec. 1, Zhongcheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000239,379530800H,臺北市政府,臺北市公共運輸處,公車站,溪山國小-E-至善路三段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路三段199號斜對面候車亭,121.5804389,25.1197157,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Xishan Elementary School-E-Sec. 3, Zhishan Rd.",Taipei City,Shilin District,"The bus station on the opposite side of No. 199, Sec. 3, Zhishan Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000240,379530800H,臺北市政府,臺北市公共運輸處,公車站,雙溪公園-E-至善路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路一段118號對面候車亭,121.5383678,25.0980333,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"ShuangxiPark-E-Sec. 1, Zhishan Rd.",Taipei City,Shilin District,"The bus station No.117, Sec. 1, Zhishan Rd., Shilin Dist., Taipei City 111,Taiwan (R.O.C.)"
TPEE000241,379530800H,臺北市政府,臺北市公共運輸處,公車站,雙溪公園-W-至善路一段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路一段117號(至善公園停車場對面候車亭),121.5379236,25.0977808,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Shuangxi Park-W-Sec. 1, Zhishan Rd.",Taipei City,Shilin District,"The bus station opposite to the parking lot of Zhishan Garden,No. 117, Sec. 1, Zhishan Rd., Shilin Dist., Taipei City 111 , Taiwan (R.O.C.)"
TPEE000242,379530800H,臺北市政府,臺北市公共運輸處,公車站,芝山抽水站-W-至誠路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至誠路二段114號前候車亭,121.5272060,25.1012990,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Zhishan Pumping Sta.-W-Sec. 2, Zhicheng Rd.",Taipei City,Shilin District,"The bus station No.112, Sec. 2, Zhicheng Rd., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000243,379530800H,臺北市政府,臺北市公共運輸處,公車站,士林行政中心(基河)-N-基河路,,TAIFO,111,臺北市,士林區,111臺北市士林區基河路258號對面候車亭,121.5204563,25.0928878,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Shilin Administration Center(Jihe)-N-Jihe Rd.,Taipei City,Shilin District,"The bus station on the opposite side of No.258, Jihe Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000244,379530800H,臺北市政府,臺北市公共運輸處,公車站,前港公園-S-華齡街,,TAIFO,111,臺北市,士林區,111臺北市士林區華齡街166號候車亭,121.5195501,25.0866304,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,Qiangang Park-S-Hualing St.,Taipei City,Shilin District,"The bus station No.166, Hualing St., Shilin Dist., Taipei City 111, Taiwan (R.O.C.)"
TPEE000245,379530800H,臺北市政府,臺北市公共運輸處,公車站,臨江園-N-延平北路七段,,TAIFO,111,臺北市,士林區,111臺北市士林區延平北路七段224號旁候車亭,121.4885977,25.1022667,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Linjiangyuan-N-Sec. 7, Yanping N. Rd.",Taipei City,Shilin District,"The bus station near No.224, Sec. 7, Yanping N. Rd., Shilin Dist., Taipei City 111, Taiwan,  (R.O.C.)"
TPEE000246,379530800H,臺北市政府,臺北市公共運輸處,公車站,大經橋-至善路二段,,TAIFO,111,臺北市,士林區,111臺北市士林區至善路二段449號候車亭,121.5572826,25.1092461,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Dajing Bridge-Sec. 2, Zhishan Rd.",Taipei City,Shilin District,"The bus station No.449, Sec. 2, Zhishan Rd., Shilin Dist., Taipei City 111, Taiwan, R.O.C."
TPEE000247,379530800H,臺北市政府,臺北市公共運輸處,公車站,大安國宅-N-建國南路二段,,TAIFO,106,臺北市,大安區,106臺北市大安區建國南路二段117號對面候車亭,121.5380700,25.0296950,Taipei City Government,"Public Transportation Office, Taipei City Government",Bus Station,"Daan Public Housing-N-Sec. 2, Jianguo S. Rd.",Taipei City,Da’an District,"The bus station on the opposite side of No. 117, Sec. 2, Jianguo S. Rd., Da’an Dist., Taipei City 106 , Taiwan (R.O.C.)"
